,character,consonant,vowel,tone,segment1,segment2,mlabel,slabel,mlabel2,slabel2,freq,consonant1,vowel1,tone1,consonant2,vowel2,tone2
2239,听,t,ing,1,口,斤,r,r,radical,radical,high,k,ou,3,j,in,1
2240,斪,q,u,2,句,斤,l,l,rhyming,rhyming,rare,j,u,4,j,in,1
2241,圻,q,i,2,土,斤,r,r,radical,radical,mid,t,u,3,j,in,1
2242,斸,zh,u,3,屬,斤,l,l,rhyming,rhyming,rare,sh,u,3,j,in,1
2243,忻,x,in,1,忄,斤,r,l,rhyming,regular,high,x,in,1,j,in,1
2244,所,s,uo,3,戸,斤,l,r,radical,radical,high,h,u,4,j,in,1
2245,昕,x,in,1,日,斤,r,r,rhyming,rhyming,high,r,i,4,j,in,1
2246,析,x,i,1,木,斤,r,r,radical,radical,high,m,u,4,j,in,1
2247,沂,y,i,2,氵,斤,r,r,radical,radical,high,sh,ui,3,j,in,1
2248,斨,q,iang,1,爿,斤,r,l,radical,regular,low,q,iang,2,j,in,1
2249,斫,zh,uo,2,石,斤,r,r,radical,radical,mid,sh,i,2,j,in,1
2250,祈,q,i,2,礻,斤,r,l,radical,rhyming,high,sh,i,4,j,in,1
2251,蚚,q,i,2,虫,斤,r,r,radical,radical,rare,ch,ong,2,j,in,1
2252,訢,x,in,1,言,斤,r,r,rhyming,rhyming,mid,y,an,2,j,in,1
2253,斬,zh,an,3,車,斤,r,l,radical,radical,mid,ch,e,1,j,in,1
2254,釿,y,in,2,釒,斤,r,r,rhyming,rhyming,mid,j,in,1,j,in,1
2255,靳,j,in,4,革,斤,r,r,regular,regular,high,g,e,2,j,in,1
2256,齗,k,en,3,齒,斤,r,r,radical,radical,rare,ch,i,3,j,in,1
2257,凘,s,i,1,冫,斯,r,r,regular,regular,low,b,ing,1,s,i,1
2258,嘶,s,i,1,口,斯,r,r,regular,regular,high,k,ou,3,s,i,1
2259,撕,s,i,1,扌,斯,r,r,regular,regular,high,sh,ou,3,s,i,1
2260,澌,s,i,1,氵,斯,r,r,regular,regular,mid,sh,ui,3,s,i,1
2261,仿,f,ang,3,亻,方,r,r,regular,regular,high,r,en,2,f,ang,1
2262,坊,f,ang,1,土,方,r,r,regular,regular,high,t,u,3,f,ang,1
2263,妨,f,ang,2,女,方,r,r,regular,regular,high,n,v,3,f,ang,1
2264,彷,p,ang,2,彳,方,r,r,rhyming,rhyming,high,ch,i,4,f,ang,1
2265,昉,f,ang,3,日,方,r,r,regular,regular,mid,r,i,4,f,ang,1
2266,枋,f,ang,1,木,方,r,r,regular,regular,mid,m,u,4,f,ang,1
2267,汸,f,ang,1,氵,方,r,r,regular,regular,low,sh,ui,3,f,ang,1
2268,祊,b,eng,1,礻,方,r,r,radical,radical,low,sh,i,4,f,ang,1
2269,紡,f,ang,3,糸,方,r,r,regular,regular,mid,m,i,4,f,ang,1
2270,肪,f,ang,2,肉,方,r,r,regular,regular,high,r,ou,4,f,ang,1
2271,舫,f,ang,3,舟,方,r,r,regular,regular,high,zh,ou,1,f,ang,1
2272,訪,f,ang,3,言,方,r,r,regular,regular,mid,y,an,2,f,ang,1
2273,鈁,f,ang,1,釒,方,r,r,regular,regular,mid,j,in,1,f,ang,1
2274,防,f,ang,2,阝,方,r,r,regular,regular,high,f,u,4,f,ang,1
2275,魴,f,ang,2,魚,方,r,r,regular,regular,mid,y,u,2,f,ang,1
2276,傍,b,ang,4,亻,旁,r,r,rhyming,rhyming,high,r,en,2,p,ang,2
2277,嗙,p,ang,3,口,旁,r,r,regular,regular,mid,k,ou,3,p,ang,2
2278,滂,p,ang,1,氵,旁,r,r,regular,regular,mid,sh,ui,3,p,ang,2
2279,磅,b,ang,4,石,旁,r,r,rhyming,rhyming,high,sh,i,2,p,ang,2
2280,膀,b,ang,3,肉,旁,r,r,rhyming,rhyming,high,r,ou,4,p,ang,2
2281,髈,p,ang,2,骨,旁,r,r,regular,regular,low,g,u,3,p,ang,2
2282,鰟,f,ang,2,魚,旁,r,r,rhyming,rhyming,rare,y,u,2,p,ang,2
2283,嫙,x,uan,2,女,旋,r,r,regular,regular,low,n,v,3,x,uan,2
2284,琁,x,uan,2,王,旋,r,r,regular,regular,rare,w,ang,2,x,uan,2
2285,縼,x,uan,4,糸,旋,r,r,regular,regular,rare,m,i,4,x,uan,2
2286,鏇,x,uan,4,釒,旋,r,r,regular,regular,rare,j,in,1,x,uan,2
2287,衵,r,i,4,衤,日,r,r,regular,regular,low,y,i,1,r,i,4
2288,但,d,an,4,亻,旦,r,r,regular,regular,high,r,en,2,d,an,4
2289,坦,t,an,3,土,旦,r,r,rhyming,rhyming,high,t,u,3,d,an,4
2290,妲,d,a,2,女,旦,r,r,alliterating,alliterating,high,n,v,3,d,an,4
2291,怛,d,a,2,忄,旦,r,r,alliterating,alliterating,mid,x,in,1,d,an,4
2292,担,d,an,4,扌,旦,r,r,regular,regular,high,sh,ou,3,d,an,4
2293,炟,d,a,2,火,旦,r,r,alliterating,alliterating,low,h,uo,3,d,an,4
2294,袒,t,an,3,衤,旦,r,r,rhyming,rhyming,high,y,i,1,d,an,4
2295,觛,d,an,4,角,旦,r,r,regular,regular,rare,j,iao,3,d,an,4
2296,靼,d,a,2,革,旦,r,r,alliterating,alliterating,high,g,e,2,d,an,4
2297,恉,zh,i,3,忄,旨,r,r,regular,regular,rare,x,in,1,zh,i,3
2298,指,zh,i,3,扌,旨,r,r,regular,regular,high,sh,ou,3,zh,i,3
2299,脂,zh,i,1,肉,旨,r,r,regular,regular,high,r,ou,4,zh,i,3
2300,詣,y,i,4,言,旨,r,l,rhyming,alliterating,rare,y,an,2,zh,i,3
2301,鮨,q,i,2,魚,旨,r,r,rhyming,rhyming,mid,y,u,2,zh,i,3
2302,侚,x,un,4,亻,旬,r,r,regular,regular,rare,r,en,2,x,un,2
2303,姰,j,un,1,女,旬,r,r,rhyming,rhyming,mid,n,v,3,x,un,2
2304,峋,x,un,2,山,旬,r,r,regular,regular,high,sh,an,1,x,un,2
2305,徇,x,un,4,彳,旬,r,r,regular,regular,mid,ch,i,4,x,un,2
2306,恂,x,un,2,忄,旬,r,r,regular,regular,mid,x,in,1,x,un,2
2307,殉,x,un,4,歹,旬,r,r,regular,regular,high,d,ai,3,x,un,2
2308,洵,x,un,2,氵,旬,r,r,regular,regular,high,sh,ui,3,x,un,2
2309,珣,x,un,2,王,旬,r,r,regular,regular,mid,w,ang,2,x,un,2
2310,眴,x,uan,4,目,旬,r,r,alliterating,alliterating,low,m,u,4,x,un,2
2311,絢,x,uan,4,糸,旬,r,r,alliterating,alliterating,low,m,i,4,x,un,2
2312,詢,x,un,2,言,旬,r,r,regular,regular,mid,y,an,2,x,un,2
2313,悍,h,an,4,忄,旱,r,r,regular,regular,high,x,in,1,h,an,4
2314,捍,h,an,4,扌,旱,r,r,regular,regular,high,sh,ou,3,h,an,4
2315,睅,h,an,4,目,旱,r,r,regular,regular,rare,m,u,4,h,an,4
2316,稈,g,an,3,禾,旱,r,r,rhyming,rhyming,mid,h,e,2,h,an,4
2317,駻,h,an,4,馬,旱,r,r,regular,regular,rare,m,a,3,h,an,4
2318,掍,g,un,3,扌,昆,r,r,rhyming,rhyming,low,sh,ou,3,k,un,1
2319,棍,g,un,4,木,昆,r,r,rhyming,rhyming,high,m,u,4,k,un,1
2320,混,h,un,4,氵,昆,r,r,rhyming,rhyming,high,sh,ui,3,k,un,1
2321,焜,k,un,1,火,昆,r,r,regular,regular,mid,h,uo,3,k,un,1
2322,琨,k,un,1,王,昆,r,r,regular,regular,high,w,ang,2,k,un,1
2323,緄,g,un,3,糸,昆,r,r,rhyming,rhyming,low,m,i,4,k,un,1
2324,輥,g,un,3,車,昆,r,r,rhyming,rhyming,mid,ch,e,1,k,un,1
2325,鯤,k,un,1,魚,昆,r,r,regular,regular,low,y,u,2,k,un,1
2326,倡,ch,ang,4,亻,昌,r,r,regular,regular,high,r,en,2,ch,ang,1
2327,唱,ch,ang,4,口,昌,r,r,regular,regular,high,k,ou,3,ch,ang,1
2328,娼,ch,ang,1,女,昌,r,r,regular,regular,high,n,v,3,ch,ang,1
2329,猖,ch,ang,1,犭,昌,r,r,regular,regular,high,q,uan,3,ch,ang,1
2330,婚,h,un,1,女,昏,r,r,regular,regular,high,n,v,3,h,un,1
2331,惛,h,un,1,忄,昏,r,r,regular,regular,low,x,in,1,h,un,1
2332,捪,m,in,2,扌,昏,r,l,radical,radical,rare,sh,ou,3,h,un,1
2333,棔,h,un,1,木,昏,r,r,regular,regular,low,m,u,4,h,un,1
2334,殙,h,un,1,歹,昏,r,r,regular,regular,rare,d,ai,3,h,un,1
2335,緍,m,in,2,糸,昏,r,l,radical,alliterating,rare,m,i,4,h,un,1
2336,錉,m,in,2,釒,昏,r,l,radical,rhyming,low,j,in,1,h,un,1
2337,埸,y,i,4,土,易,r,r,regular,regular,mid,t,u,3,y,i,4
2338,惕,t,i,4,忄,易,r,l,rhyming,radical,high,x,in,1,y,i,4
2339,晹,y,i,4,日,易,r,r,regular,regular,mid,r,i,4,y,i,4
2340,睗,sh,i,4,目,易,r,l,rhyming,radical,rare,m,u,4,y,i,4
2341,緆,y,i,4,糸,易,r,r,regular,regular,rare,m,i,4,y,i,4
2342,舓,sh,i,4,舌,易,r,l,rhyming,alliterating,rare,sh,e,2,y,i,4
2343,蜴,y,i,4,虫,易,r,r,regular,regular,high,ch,ong,2,y,i,4
2344,裼,x,i,2,衤,易,r,l,rhyming,rhyming,mid,y,i,1,y,i,4
2345,賜,c,i,4,貝,易,r,l,rhyming,radical,mid,b,ei,4,y,i,4
2346,錫,x,i,2,釒,易,r,l,rhyming,radical,low,j,in,1,y,i,4
2347,鯣,y,i,4,魚,易,r,r,regular,regular,rare,y,u,2,y,i,4
2348,唶,j,ie,4,口,昔,r,r,radical,radical,low,k,ou,3,x,i,1
2349,碏,q,ue,4,石,昔,r,r,radical,radical,low,sh,i,2,x,i,1
2350,蜡,l,a,4,虫,昔,r,l,radical,radical,high,ch,ong,2,x,i,1
2351,啺,t,ang,2,口,昜,r,l,rhyming,radical,low,k,ou,3,y,ang,2
2352,場,ch,ang,2,土,昜,r,l,rhyming,radical,mid,t,u,3,y,ang,2
2353,崵,y,ang,2,山,昜,r,r,regular,regular,low,sh,an,1,y,ang,2
2354,愓,d,ang,4,忄,昜,r,l,rhyming,radical,low,x,in,1,y,ang,2
2355,揚,y,ang,2,扌,昜,r,r,regular,regular,mid,sh,ou,3,y,ang,2
2356,暘,y,ang,2,日,昜,r,r,regular,regular,low,r,i,4,y,ang,2
2357,楊,y,ang,2,木,昜,r,r,regular,regular,mid,m,u,4,y,ang,2
2358,湯,t,ang,1,氵,昜,r,l,rhyming,radical,mid,sh,ui,3,y,ang,2
2359,煬,y,ang,2,火,昜,r,r,regular,regular,low,h,uo,3,y,ang,2
2360,瑒,y,ang,2,王,昜,r,r,regular,regular,mid,w,ang,2,y,ang,2
2361,畼,ch,ang,4,田,昜,r,l,rhyming,radical,rare,t,ian,2,y,ang,2
2362,暢,ch,ang,4,申,昜,r,l,rhyming,radical,mid,sh,en,1,y,ang,2
2363,碭,d,ang,4,石,昜,r,l,rhyming,radical,rare,sh,i,2,y,ang,2
2364,禓,y,ang,2,礻,昜,r,r,regular,regular,rare,sh,i,4,y,ang,2
2365,腸,ch,ang,2,肉,昜,r,l,rhyming,radical,low,r,ou,4,y,ang,2
2366,蝪,t,ang,1,虫,昜,r,l,rhyming,radical,low,ch,ong,2,y,ang,2
2367,陽,y,ang,2,阝,昜,r,r,regular,regular,mid,f,u,4,y,ang,2
2368,餳,x,ing,2,飠,昜,r,l,radical,radical,rare,sh,i,2,y,ang,2
2369,惺,x,ing,1,忄,星,r,r,regular,regular,high,x,in,1,x,ing,1
2370,猩,x,ing,1,犭,星,r,r,regular,regular,high,q,uan,3,x,ing,1
2371,腥,x,ing,1,肉,星,r,r,regular,regular,high,r,ou,4,x,ing,1
2372,醒,x,ing,3,酉,星,r,r,regular,regular,high,y,ou,3,x,ing,1
2373,堤,d,i,1,土,是,r,r,rhyming,rhyming,high,t,u,3,sh,i,4
2374,媞,t,i,2,女,是,r,r,rhyming,rhyming,mid,n,v,3,sh,i,4
2375,徥,ch,i,2,彳,是,r,l,rhyming,regular,low,ch,i,4,sh,i,4
2376,提,t,i,2,扌,是,r,r,rhyming,rhyming,high,sh,ou,3,sh,i,4
2377,湜,sh,i,2,氵,是,r,r,regular,regular,mid,sh,ui,3,sh,i,4
2378,睼,t,i,4,目,是,r,r,rhyming,rhyming,low,m,u,4,sh,i,4
2379,禔,t,i,2,礻,是,r,r,rhyming,rhyming,mid,sh,i,4,sh,i,4
2380,緹,t,i,2,糸,是,r,r,rhyming,rhyming,high,m,i,4,sh,i,4
2381,褆,t,i,2,衤,是,r,r,rhyming,rhyming,low,y,i,1,sh,i,4
2382,醍,t,i,2,酉,是,r,r,rhyming,rhyming,mid,y,ou,3,sh,i,4
2383,隄,d,i,1,阝,是,r,r,rhyming,rhyming,low,f,u,4,sh,i,4
2384,鞮,d,i,1,革,是,r,r,rhyming,rhyming,mid,g,e,2,sh,i,4
2385,騠,t,i,2,馬,是,r,r,rhyming,rhyming,low,m,a,3,sh,i,4
2386,偈,j,ie,2,亻,曷,r,l,radical,radical,mid,r,en,2,h,e,2
2387,朅,q,ie,4,去,曷,r,l,radical,alliterating,mid,q,u,4,h,e,2
2388,喝,h,e,1,口,曷,r,r,regular,regular,high,k,ou,3,h,e,2
2389,堨,0,e,4,土,曷,r,r,rhyming,rhyming,rare,t,u,3,h,e,2
2390,愒,k,ai,4,忄,曷,r,r,radical,radical,low,x,in,1,h,e,2
2391,掲,j,ie,1,扌,曷,r,l,radical,radical,rare,sh,ou,3,h,e,2
2392,揭,j,ie,1,扌,曷,r,l,radical,radical,high,sh,ou,3,h,e,2
2393,暍,h,e,4,日,曷,r,r,regular,regular,mid,r,i,4,h,e,2
2394,楬,j,ie,2,木,曷,r,r,radical,radical,low,m,u,4,h,e,2
2395,渴,k,e,3,氵,曷,r,r,rhyming,rhyming,high,sh,ui,3,h,e,2
2396,猲,x,ie,1,犭,曷,r,r,radical,radical,mid,q,uan,3,h,e,2
2397,碣,j,ie,2,石,曷,r,l,radical,radical,mid,sh,i,2,h,e,2
2398,竭,j,ie,2,立,曷,r,r,radical,radical,high,l,i,4,h,e,2
2399,羯,j,ie,2,羊,曷,r,r,radical,radical,mid,y,ang,2,h,e,2
2400,蝎,h,e,2,虫,曷,r,r,regular,regular,high,ch,ong,2,h,e,2
2401,褐,h,e,2,衤,曷,r,r,regular,regular,high,y,i,1,h,e,2
2402,謁,y,e,4,言,曷,r,l,rhyming,alliterating,rare,y,an,2,h,e,2
2403,鞨,h,e,2,革,曷,r,r,regular,regular,mid,g,e,2,h,e,2
2404,餲,h,e,2,飠,曷,r,r,regular,regular,low,sh,i,2,h,e,2
2405,齃,g,e,2,鼻,曷,r,r,rhyming,rhyming,rare,b,i,2,h,e,2
2406,嫚,m,an,4,女,曼,r,r,regular,regular,mid,n,v,3,m,an,4
2407,幔,m,an,4,巾,曼,r,r,regular,regular,high,j,in,1,m,an,4
2408,慢,m,an,4,忄,曼,r,r,regular,regular,high,x,in,1,m,an,4
2409,槾,m,an,2,木,曼,r,r,regular,regular,rare,m,u,4,m,an,4
2413,漫,m,an,4,氵,曼,r,r,regular,regular,high,sh,ui,3,m,an,4
2414,獌,m,an,4,犭,曼,r,r,regular,regular,rare,q,uan,3,m,an,4
2415,縵,m,an,4,糸,曼,r,r,regular,regular,rare,m,i,4,m,an,4
2416,謾,m,an,2,言,曼,r,r,regular,regular,high,y,an,2,m,an,4
2417,鏝,m,an,4,釒,曼,r,r,regular,regular,mid,j,in,1,m,an,4
2418,饅,m,an,2,飠,曼,r,r,regular,regular,low,sh,i,2,m,an,4
2419,鰻,m,an,2,魚,曼,r,r,regular,regular,high,y,u,2,m,an,4
2420,僧,s,eng,1,亻,曾,r,r,rhyming,rhyming,high,r,en,2,c,eng,2
2421,噌,ch,eng,1,口,曾,r,r,rhyming,rhyming,high,k,ou,3,c,eng,2
2422,增,z,eng,1,土,曾,r,r,rhyming,rhyming,high,t,u,3,c,eng,2
2423,憎,z,eng,1,忄,曾,r,r,rhyming,rhyming,high,x,in,1,c,eng,2
2424,潧,zh,en,1,氵,曾,r,r,radical,radical,rare,sh,ui,3,c,eng,2
2425,矰,z,eng,1,矢,曾,r,r,rhyming,rhyming,low,sh,i,3,c,eng,2
2426,竲,c,eng,2,立,曾,r,r,regular,regular,rare,l,i,4,c,eng,2
2427,繒,z,eng,1,糸,曾,r,r,rhyming,rhyming,rare,m,i,4,c,eng,2
2428,譄,z,eng,1,言,曾,r,r,rhyming,rhyming,rare,y,an,2,c,eng,2
2429,贈,z,eng,4,貝,曾,r,r,rhyming,rhyming,low,b,ei,4,c,eng,2
2430,僭,j,ian,4,亻,朁,r,r,radical,radical,mid,r,en,2,c,an,3
2431,噆,z,an,3,口,朁,r,r,rhyming,rhyming,rare,k,ou,3,c,an,3
2432,憯,c,an,3,忄,朁,r,r,regular,regular,low,x,in,1,c,an,3
2433,潛,q,ian,2,氵,朁,r,r,radical,radical,mid,sh,ui,3,c,an,3
2434,糣,s,an,3,米,朁,r,r,rhyming,rhyming,rare,m,i,3,c,an,3
2435,譖,z,en,4,言,朁,r,r,radical,radical,rare,y,an,2,c,an,3
2436,鐕,z,an,1,釒,朁,r,r,rhyming,rhyming,low,j,in,1,c,an,3
2437,儈,k,uai,4,亻,會,r,r,radical,radical,low,r,en,2,h,ui,4
2438,噲,k,uai,4,口,會,r,l,radical,alliterating,mid,k,ou,3,h,ui,4
2439,嬒,w,ei,4,女,會,r,r,radical,radical,rare,n,v,3,h,ui,4
2440,檜,g,ui,4,木,會,r,r,rhyming,rhyming,rare,m,u,4,h,ui,4
2441,澮,k,uai,4,氵,會,r,r,radical,radical,mid,sh,ui,3,h,ui,4
2442,獪,k,uai,4,犭,會,r,l,radical,radical,mid,q,uan,3,h,ui,4
2443,禬,k,uai,4,礻,會,r,r,radical,radical,low,sh,i,4,h,ui,4
2444,繪,h,ui,4,糸,會,r,r,regular,regular,low,m,i,4,h,ui,4
2445,膾,k,uai,4,肉,會,r,l,radical,radical,mid,r,ou,4,h,ui,4
2446,襘,g,ui,4,衤,會,r,r,rhyming,rhyming,low,y,i,1,h,ui,4
2447,鱠,k,uai,4,魚,會,r,r,radical,radical,rare,y,u,2,h,ui,4
2448,期,q,i,1,其,月,l,l,regular,regular,high,q,i,2,y,ue,4
2449,朔,sh,uo,4,屰,月,l,l,radical,radical,high,n,i,4,y,ue,4
2450,抈,y,ue,4,扌,月,r,r,regular,regular,low,sh,ou,3,y,ue,4
2451,朗,l,ang,3,良,月,l,l,alliterating,alliterating,high,l,iang,2,y,ue,4
2452,侑,y,ou,4,亻,有,r,r,regular,regular,mid,r,en,2,y,ou,3
2453,姷,y,ou,4,女,有,r,r,regular,regular,rare,n,v,3,y,ou,3
2454,洧,w,ei,3,氵,有,r,r,radical,radical,mid,sh,ui,3,y,ou,3
2455,珛,x,iu,4,王,有,r,r,radical,radical,low,w,ang,2,y,ou,3
2456,絠,g,ai,3,糸,有,r,l,radical,radical,rare,m,i,4,y,ou,3
2457,蛕,h,ui,2,虫,有,r,l,radical,radical,rare,ch,ong,2,y,ou,3
2458,賄,h,ui,4,貝,有,r,l,radical,radical,low,b,ei,4,y,ou,3
2459,陏,d,uo,4,阝,有,r,l,radical,radical,low,f,u,4,y,ou,3
2460,鮪,w,ei,3,魚,有,r,r,radical,radical,low,y,u,2,y,ou,3
2461,倗,p,eng,2,亻,朋,r,r,regular,regular,rare,r,en,2,p,eng,2
2462,堋,p,eng,2,土,朋,r,r,regular,regular,mid,t,u,3,p,eng,2
2463,弸,p,eng,2,弓,朋,r,r,regular,regular,low,g,ong,1,p,eng,2
2464,掤,b,ing,1,扌,朋,r,r,radical,radical,low,sh,ou,3,p,eng,2
2465,棚,p,eng,2,木,朋,r,r,regular,regular,high,m,u,4,p,eng,2
2466,淜,p,eng,2,氵,朋,r,r,regular,regular,low,sh,ui,3,p,eng,2
2467,硼,p,eng,2,石,朋,r,r,regular,regular,mid,sh,i,2,p,eng,2
2468,輣,p,eng,2,車,朋,r,r,regular,regular,rare,ch,e,1,p,eng,2
2469,沐,m,u,4,氵,木,r,r,regular,regular,high,sh,ui,3,m,u,4
2470,牀,ch,uang,2,爿,木,l,l,radical,radical,low,q,iang,2,m,u,4
2471,味,w,ei,4,口,未,r,r,regular,regular,high,k,ou,3,w,ei,4
2472,妹,m,ei,4,女,未,r,l,rhyming,radical,high,n,v,3,w,ei,4
2473,昧,m,ei,4,日,未,r,l,rhyming,radical,high,r,i,4,w,ei,4
2474,沬,m,ei,4,氵,未,r,l,rhyming,radical,mid,sh,ui,3,w,ei,4
2475,眛,m,ei,4,目,未,r,l,rhyming,alliterating,mid,m,u,4,w,ei,4
2476,抹,m,o,3,扌,末,r,r,regular,regular,high,sh,ou,3,m,o,4
2477,沫,m,o,4,氵,末,r,r,regular,regular,high,sh,ui,3,m,o,4
2478,眜,m,o,4,目,末,r,r,regular,regular,low,m,u,4,m,o,4
2479,秣,m,o,4,禾,末,r,r,regular,regular,mid,h,e,2,m,o,4
2480,靺,m,o,4,革,末,r,r,regular,regular,mid,g,e,2,m,o,4
2481,韎,m,ei,4,韋,末,r,r,alliterating,alliterating,rare,w,ei,2,m,o,4
2482,怵,ch,u,4,忄,朮,r,r,rhyming,rhyming,high,x,in,1,sh,u,4
2483,沭,sh,u,4,氵,朮,r,r,regular,regular,mid,sh,ui,3,sh,u,4
2484,秫,sh,u,2,禾,朮,r,r,regular,regular,mid,h,e,2,sh,u,4
2485,訹,x,u,4,言,朮,r,r,rhyming,rhyming,rare,y,an,2,sh,u,4
2486,鉥,sh,u,4,釒,朮,r,r,regular,regular,low,j,in,1,sh,u,4
2487,侏,zh,u,1,亻,朱,r,r,regular,regular,high,r,en,2,zh,u,1
2488,姝,sh,u,1,女,朱,r,r,rhyming,rhyming,high,n,v,3,zh,u,1
2489,株,zh,u,1,木,朱,r,r,regular,regular,high,m,u,4,zh,u,1
2490,殊,sh,u,1,歹,朱,r,r,rhyming,rhyming,high,d,ai,3,zh,u,1
2491,洙,zh,u,1,氵,朱,r,r,regular,regular,high,sh,ui,3,zh,u,1
2492,珠,zh,u,1,王,朱,r,r,regular,regular,high,w,ang,2,zh,u,1
2493,絑,zh,u,1,糸,朱,r,r,regular,regular,rare,m,i,4,zh,u,1
2494,蛛,zh,u,1,虫,朱,r,r,regular,regular,high,ch,ong,2,zh,u,1
2495,袾,zh,u,1,衤,朱,r,r,regular,regular,rare,y,i,1,zh,u,1
2496,誅,zh,u,1,言,朱,r,r,regular,regular,mid,y,an,2,zh,u,1
2497,銖,zh,u,1,釒,朱,r,r,regular,regular,mid,j,in,1,zh,u,1
2498,洓,s,uo,3,氵,朿,r,l,radical,radical,rare,sh,ui,3,c,i,4
2499,娕,l,ai,4,女,束,r,l,radical,radical,low,n,v,3,sh,u,4
2500,悚,s,ong,3,忄,束,r,l,radical,radical,high,x,in,1,sh,u,4
2501,梀,c,u,4,木,束,r,r,rhyming,rhyming,rare,m,u,4,sh,u,4
2502,涑,s,u,4,氵,束,r,r,rhyming,rhyming,mid,sh,ui,3,sh,u,4
2503,疎,sh,u,1,疋,束,r,r,regular,regular,low,p,i,3,sh,u,4
2504,竦,s,ong,3,立,束,r,l,radical,radical,mid,l,i,4,sh,u,4
2505,綀,sh,u,1,糸,束,r,r,regular,regular,low,m,i,4,sh,u,4
2506,誎,s,u,4,言,束,r,r,rhyming,rhyming,low,y,an,2,sh,u,4
2507,餗,s,u,4,飠,束,r,r,rhyming,rhyming,low,sh,i,2,sh,u,4
2508,凍,d,ong,4,冫,東,r,r,regular,regular,mid,b,ing,1,d,ong,1
2509,棟,d,ong,4,木,東,r,r,regular,regular,low,m,u,4,d,ong,1
2510,涷,d,ong,1,氵,東,r,r,regular,regular,low,sh,ui,3,d,ong,1
2511,蝀,d,ong,1,虫,東,r,r,regular,regular,low,ch,ong,2,d,ong,1
2512,陳,ch,en,2,阝,東,r,r,radical,radical,mid,f,u,4,d,ong,1
2513,惏,l,in,2,忄,林,r,r,regular,regular,low,x,in,1,l,in,2
2514,淋,l,in,2,氵,林,r,r,regular,regular,high,sh,ui,3,l,in,2
2515,琳,l,in,2,王,林,r,r,regular,regular,high,w,ang,2,l,in,2
2516,綝,l,in,2,糸,林,r,r,regular,regular,mid,m,i,4,l,in,2
2517,醂,l,an,3,酉,林,r,r,alliterating,alliterating,rare,y,ou,3,l,in,2
2518,婐,0,e,1,女,果,r,l,radical,radical,rare,n,v,3,g,uo,3
2519,淉,g,uo,3,氵,果,r,r,regular,regular,rare,sh,ui,3,g,uo,3
2520,祼,g,uan,4,礻,果,r,r,alliterating,alliterating,mid,sh,i,4,g,uo,3
2521,稞,k,e,1,禾,果,r,l,radical,rhyming,mid,h,e,2,g,uo,3
2522,蜾,g,uo,3,虫,果,r,r,regular,regular,mid,ch,ong,2,g,uo,3
2523,裸,l,uo,3,衤,果,r,r,rhyming,rhyming,high,y,i,1,g,uo,3
2524,課,k,e,4,言,果,r,r,radical,radical,mid,y,an,2,g,uo,3
2525,髁,k,e,1,骨,果,r,l,radical,radical,mid,g,u,3,g,uo,3
2526,喋,d,ie,2,口,枼,r,l,radical,radical,high,k,ou,3,y,e,4
2527,媟,x,ie,4,女,枼,r,l,radical,radical,low,n,v,3,y,e,4
2528,弽,sh,e,4,弓,枼,r,l,rhyming,radical,rare,g,ong,1,y,e,4
2529,揲,sh,e,2,扌,枼,r,l,rhyming,alliterating,mid,sh,ou,3,y,e,4
2530,楪,y,e,4,木,枼,r,r,regular,regular,rare,m,u,4,y,e,4
2531,渫,x,ie,4,氵,枼,r,l,radical,radical,mid,sh,ui,3,y,e,4
2532,牒,d,ie,2,片,枼,r,l,radical,radical,high,p,ian,4,y,e,4
2533,緤,x,ie,4,糸,枼,r,l,radical,radical,low,m,i,4,y,e,4
2534,蝶,d,ie,2,虫,枼,r,l,radical,radical,high,ch,ong,2,y,e,4
2535,褋,d,ie,2,衤,枼,r,r,radical,radical,rare,y,i,1,y,e,4
2536,諜,d,ie,2,言,枼,r,r,radical,radical,low,y,an,2,y,e,4
2537,鍱,y,e,4,釒,枼,r,r,regular,regular,rare,j,in,1,y,e,4
2538,韘,sh,e,4,韋,枼,r,r,rhyming,rhyming,rare,w,ei,2,y,e,4
2539,鰈,d,ie,2,魚,枼,r,r,radical,radical,mid,y,u,2,y,e,4
2540,媒,m,ei,2,女,某,r,r,alliterating,alliterating,high,n,v,3,m,ou,3
2541,煤,m,ei,2,火,某,r,r,alliterating,alliterating,high,h,uo,3,m,ou,3
2542,禖,m,ei,2,礻,某,r,r,alliterating,alliterating,low,sh,i,4,m,ou,3
2543,腜,m,ei,2,肉,某,r,r,alliterating,alliterating,low,r,ou,4,m,ou,3
2544,謀,m,ou,2,言,某,r,r,regular,regular,low,y,an,2,m,ou,3
2545,揉,r,ou,2,扌,柔,r,r,regular,regular,high,sh,ou,3,r,ou,2
2546,煣,r,ou,3,火,柔,r,r,regular,regular,rare,h,uo,3,r,ou,2
2547,糅,r,ou,3,米,柔,r,r,regular,regular,mid,m,i,3,r,ou,2
2548,腬,r,ou,2,肉,柔,r,r,regular,regular,rare,r,ou,4,r,ou,2
2549,蝚,r,ou,2,虫,柔,r,r,regular,regular,rare,ch,ong,2,r,ou,2
2550,輮,r,ou,2,車,柔,r,r,regular,regular,low,ch,e,1,r,ou,2
2551,鍒,r,ou,2,釒,柔,r,r,regular,regular,rare,j,in,1,r,ou,2
2552,鞣,r,ou,2,革,柔,r,r,regular,regular,mid,g,e,2,r,ou,2
